clientid;income;age;loan;default
1919;48.547.961.381.264;566.414.742.642.082;194.087.069.929.917;0
1920;260.950.269.107.707;5.810.209.089.145.060;514.349.041.556.889;0
1921;64.057.844.788.767.400;59.858.434.816.822.300;5.774.281.958.129.570;0
1922;244.541.906.216.182;52.390.862.160.828;8.649.687.379.108.340;0
1923;40.506.944.006.774.500;52.241.514.124.907.500;596.153.181.600.807;0
1924;434.210.457.419.977;27.217.440.214.008.100;470.575.708.282.464;0
1925;558.815.417.974.256;33.306.685.289.368;838.307.416.484.486;1
1926;459.176.006.889.902;45.157.120.659.481.700;8.253.273.858.040.650;0
1927;529.019.095.399.417;60.261.359.328.404.100;7.293.773.771.563.090;0
1928;411.838.246.555.999;56.032.364.883.460.100;7.606.993.238.559.650;0
1929;253.799.154.818.989;249.290.873.506.106;469.311.169.707.689;1
1930;275.140.884.728.171;362.786.843.804.643;192.144.610.510.401;0
1931;4.424.128.300.044.690;199.825.388.290.919;8.733.179.295.151.300;1
1932;290.763.377.142.139;412.224.626.955.576;286.264.434.196.967;0
1933;605.369.128.682.651;323.261.754.103.005;313.255.183.069.445;0
1934;478.819.559.956.901;38.099.812.350.235.800;557.563.564.838.086;0
1935;49.144.371.056.463.600;5.189.382.022.572.670;163.303.577.963.806;0
1936;33.707.801.036.071;5.991.764.355.450.870;321.578.931.158.535;0
1937;46.442.282.786.592.800;28.845.958.323.217.800;148.456.154.845.106;0
1938;25.602.957.250.084.700;284.463.765.965.775;221.492.249.276.823;0
1939;61.236.396.075.692;360.016.917.237.081;65.629.038.372.817.200;0
1940;48.187.347.878.702;555.330.095.859.244;200.341.184.966.425;0
1941;299.332.019.337.453;186.590.213.244.781;595.352.187.129.338;1
1942;410.279.073.566.198;447.719.354.680.739;436.921.887.593.705;0
1943;499.906.601.081.602;455.427.551.227.622;189.675.499.382.091;0
1944;597.925.085.853.785;24.187.499.135.267;660.241.452.576.494;0
1945;35.879.519.993.905;410.729.347.174.056;533.540.349.911.225;0
1946;29.102.221.718.057.900;271.292.334.017.344;18.904.474.777.119;0
1947;300.478.194.071.911;51.077.324.590.180.100;5.768.742.734.990.640;0
1948;59.299.162.721.727;369.842.769.200.914;494.405.626.409.444;0
1949;644.840.147.974.901;330.994.235.407.561;13.916.018.015.385.100;0
1950;363.524.222.909.473;437.188.643.151.894;623.924.752.554.114;0
1951;6.603.475.430.049;607.262.946.041.301;39.137.821.239.381.600;0
1952;516.502.713.714.726;401.050.568.986.684;374.300.343.686.135;0
1953;31.898.159.910.924.700;413.171.591.130.085;201.518.296.932.815;0
1954;58.780.233.496.800.000;18.701.733.683.235.800;502.970.763.593.419;0
1955;677.541.046.682.745;429.807.849.037.461;298.995.099.658.697;0
1956;485.002.681.543.119;61.304.800.246.376.400;705.460.614.935.761;0
1957;557.047.981.582.582;485.166.189.149.022;5.594.332.971.007.140;0
1958;504.589.582.025.073;52.314.565.026.667.000;9.852.889.427.216.220;0
1959;48.263.003.425.672.600;285.496.045.635.082;7.798.793.462.982.100;1
1960;387.551.627.052.017;56.355.426.607.187.700;424.449.803.308.998;0
1961;6.813.166.429.521.510;5.740.525.788.953.520;781.323.982.954.838;0
1962;28.991.423.936.095.000;37.165.156.937.670.000;124.934.756.391.816;0
1963;351.085.579.534.993;40.743.412.820.156.700;400.299.127.617.087;0
1964;288.585.988.734.849;23.694.589.723.832.800;37.648.151.742.023.200;1
1965;22.800.796.774.681.600;28.198.256.640.695;37.409.009.356.876.700;1
1966;295.729.758.962.989;39.230.477.804.318.100;500.625.382.336.323;0
1967;219.820.173.736.662;34.915.516.287.554.100;426.517.370.408.717;1
1968;455.768.383.620.307;386.710.497.550.666;495.265.334.579.666;0
1969;550.686.689.373.106;51.757.359.795.738;48.527.665.976.795;0
1970;56.441.016.243.770.700;4.320.699.110.673.730;904.375.604.444.505;0
1971;680.479.253.106.751;4.769.451.985.834.170;402.306.476.529.586;0
1972;36.275.735.863.018.700;303.081.837.417.558;644.384.194.795.452;0
1973;52.389.366.847.928.600;549.693.128.112.704;103.988.205.918.487;0
1974;236.783.761.112.019;47.466.485.101.264;17.798.145.966.117.600;0
1975;377.076.429.477.893;31.344.047.871.883.900;26.829.097.076.779.500;0
1976;577.535.689.622.164;542.359.153.465.368;506.744.996.385.047;0
1977;30.529.963.287.990.400;476.044.022.589.922;604.684.084.474.272;0
1978;44.022.268.736.735;311.926.267.999.224;17.076.728.696.492.400;0
1979;58.533.884.682.692.500;405.189.625.560.306;783.244.332.069.255;0
1980;33.702.531.834.133;48.148.403.590.079.400;922.036.589.731.527;0
1981;402.368.720.667.437;525.807.728.450.745;4.354.314.411.943.970;0
1982;626.191.559.876.315;439.994.611.074.217;39.596.117.718.741.400;0
1983;5.073.836.219.264.190;459.931.990.671.903;971.956.279.821.605;0
1984;64.466.760.137.584.100;333.271.440.174.431;853.736.966.588.191;1
1985;646.364.021.860.063;608.869.659.984.484;25.831.064.251.157;0
1986;22.371.522.190.515;39.142.225.323.710.600;229.185.642.755.991;0
1987;679.949.884.698.726;38.622.259.384.486.700;7.289.014.109.090.090;0
1988;4.964.000.470.237.800;20.542.408.631.648.800;5.760.858.733.716;0
1989;42.067.246.446.386;242.706.115.185.283;460.160.618.266.029;0
1990;436.620.926.880.278;25.252.609.259.914.600;726.959.689.733.384;1
1991;342.375.754.192.472;341.016.539.284.028;26.580.906.316.048.600;0
1992;263.004.465.540.871;4.553.938.521.957.020;231.739.367.782.209;0
1993;30.803.806.164.767.500;23.250.084.119.383.200;623.024.152.762.279;0
1994;544.214.101.554.826;268.219.283.991.493;327.363.182.294.932;0
1995;242.547.007.906.251;37.751.622.236.333.700;222.528.464.348.945;0
1996;592.210.448.742.844;485.181.794.138.625;19.267.293.969.037.600;0
1997;695.161.275.728.606;23.162.104.470.655.300;35.031.761.563.262.600;0
1998;44.311.449.262.313.400;280.171.668.957.919;5.522.786.693.255.140;1
1999;437.560.566.049.069;63.971.795.841.120.200;162.272.259.832.146;0
2000;6.943.657.955.154.780;561.526.170.284.487;7.378.833.598.730.590;0
